detector,wavelength_nm,voltage_V,scan,timestamp
PDA50B2,1303.130000114441,1.316448318126051,2,1772321220.506194
PDA50B2,1303.1399998664856,1.3233563894238323,2,1772321220.511194
PDA50B2,1303.1500000953674,1.3065796449804772,2,1772321220.516194
PDA50B2,1303.159999847412,1.3348698417625349,2,1772321220.521194
PDA50B2,1303.170000076294,1.31480353925727,2,1772321220.526194
PDA50B2,1303.1799998283386,1.3174351854494684,2,1772321220.531194
PDA50B2,1303.1900000572205,1.3233563894238323,2,1772321220.536194
PDA50B2,1303.1999998092651,1.3062506892117305,2,1772321220.541194
PDA50B2,1303.210000038147,1.3348698417625349,2,1772321220.546194
PDA50B2,1303.2199997901917,1.3138166719381499,2,1772321220.551194
PDA50B2,1303.2300000190735,1.3157904065780015,2,1772321220.556194
PDA50B2,1303.2399997711182,1.3230274336459555,2,1772321220.561194
PDA50B2,1303.25,1.307895468057251,2,1772321220.566194
PDA50B2,1303.2599997520447,1.333882974410602,2,1772321220.571194
PDA50B2,1303.2699999809265,1.3151324950306682,2,1772321220.576194
PDA50B2,1303.2799997329712,1.316448318126051,2,1772321220.581194
PDA50B2,1303.289999961853,1.3236853452018884,2,1772321220.586194
PDA50B2,1303.2999997138977,1.307895468057251,2,1772321220.591194
PDA50B2,1303.3099999427795,1.3351987975468718,2,1772321220.596194
PDA50B2,1303.3199996948242,1.3161193623519367,2,1772321220.601194
PDA50B2,1303.329999923706,1.3174351854494684,2,1772321220.606194
PDA50B2,1303.340000152588,1.3256590798739907,2,1772321220.6111941
PDA50B2,1303.3499999046326,1.3062506892117305,2,1772321220.616194
PDA50B2,1303.3600001335144,1.3358567091160842,2,1772321220.6211941
PDA50B2,1303.369999885559,1.3138166719381499,2,1772321220.626194
PDA50B2,1303.380000114441,1.3157904065780015,2,1772321220.631194
PDA50B2,1303.3899998664856,1.3240143009801237,2,1772321220.636194
PDA50B2,1303.4000000953674,1.3075665122877893,2,1772321220.641194
PDA50B2,1303.409999847412,1.3335540186269836,2,1772321220.646194
PDA50B2,1303.420000076294,1.3138166719381499,2,1772321220.651194
PDA50B2,1303.4299998283386,1.3154614508042453,2,1772321220.656194
PDA50B2,1303.4400000572205,1.3246722125371326,2,1772321220.661194
PDA50B2,1303.4499998092651,1.3075665122877893,2,1772321220.666194
PDA50B2,1303.460000038147,1.3345408859783776,2,1772321220.671194
PDA50B2,1303.4699997901917,1.3151324950306682,2,1772321220.676194
PDA50B2,1303.4800000190735,1.3161193623519367,2,1772321220.681194
PDA50B2,1303.4899997711182,1.3243432567585385,2,1772321220.686194
PDA50B2,1303.5,1.305921733443163,2,1772321220.691194
PDA50B2,1303.5099997520447,1.335527753331388,2,1772321220.696194
PDA50B2,1303.5199999809265,1.3151324950306682,2,1772321220.701194
PDA50B2,1303.5299997329712,1.3171062296748166,2,1772321220.706194
PDA50B2,1303.539999961853,1.3240143009801237,2,1772321220.711194
PDA50B2,1303.5499997138977,1.3069086007494024,2,1772321220.716194
PDA50B2,1303.5599999427795,1.3335540186269836,2,1772321220.721194
PDA50B2,1303.5699996948242,1.314474583484051,2,1772321220.726194
PDA50B2,1303.579999923706,1.3151324950306682,2,1772321220.731194
PDA50B2,1303.5899996757507,1.3243432567585385,2,1772321220.736194
PDA50B2,1303.5999999046326,1.3118429373047422,2,1772321220.741194
PDA50B2,1303.6099996566772,1.336514620686015,2,1772321220.746194
PDA50B2,1303.619999885559,1.3151324950306682,2,1772321220.751194
PDA50B2,1303.6299996376038,1.3138166719381499,2,1772321220.7561939
PDA50B2,1303.6399998664856,1.3236853452018884,2,1772321220.761194
PDA50B2,1303.6499996185303,1.309540246907242,2,1772321220.7661939
PDA50B2,1303.659999847412,1.3348698417625349,2,1772321220.771194
PDA50B2,1303.670000076294,1.316448318126051,2,1772321220.776194
PDA50B2,1303.6799998283386,1.3157904065780015,2,1772321220.781194
PDA50B2,1303.6900000572205,1.3240143009801237,2,1772321220.786194
PDA50B2,1303.6999998092651,1.3082244238268914,2,1772321220.791194
PDA50B2,1303.710000038147,1.3342119301944,2,1772321220.796194
PDA50B2,1303.7199997901917,1.313487716165468,2,1772321220.801194
PDA50B2,1303.7300000190735,1.314474583484051,2,1772321220.806194
PDA50B2,1303.7399997711182,1.325001168315906,2,1772321220.811194
PDA50B2,1303.75,1.3075665122877893,2,1772321220.816194
PDA50B2,1303.7599997520447,1.335527753331388,2,1772321220.821194
PDA50B2,1303.7699999809265,1.3157904065780015,2,1772321220.826194
PDA50B2,1303.7799997329712,1.314474583484051,2,1772321220.831194
PDA50B2,1303.789999961853,1.325001168315906,2,1772321220.836194
PDA50B2,1303.7999997138977,1.3072375565185061,2,1772321220.841194
PDA50B2,1303.8099999427795,1.335527753331388,2,1772321220.846194
